pub_doi,is_open,pub_year
10.1016/j.rse.2018.04.053,TRUE,2018
10.1016/j.rse.2018.04.053,TRUE,2018
10.3390/ijgi9120737,TRUE,2020
10.1109/Jstars.2021.3066055,TRUE,
10.1002/2015WR017969,TRUE,2016
10.1002/2015WR017969,TRUE,2016
10.1002/eap.1767,TRUE,2018
10.3390/su12177043,TRUE,2020
10.1029/2020GL089512,TRUE,2020
10.1029/2020JD034115,TRUE,2021
10.1098/rstb.2010.0028,TRUE,2010
10.5194/bgd-7-1321-2010,TRUE,2010
10.1029/2004gl021961,TRUE,2005
10.1088/1748-9326/10/5/054011,TRUE,2015
10.1088/1748-9326/10/5/054011,TRUE,2015
10.5194/amt-10-4727-2017,TRUE,2017
10.5194/gmd-10-2141-2017,TRUE,2017
10.5194/gmd-10-2141-2017,TRUE,2017
10.1038/s41597-019-0312-2,TRUE,2019
10.1002/ece3.2863,TRUE,2017
10.1029/2020JD032829,TRUE,2021
10.1029/2020JD032829,TRUE,2021
10.1016/j.rse.2020.112221,TRUE,2020
10.1016/j.scitotenv.2021.145428,TRUE,2021
10.1016/j.scitotenv.2018.11.230,TRUE,2019
10.1007/s00382-013-1670-7,TRUE,2013
10.1007/s00382-013-1670-7,TRUE,2013
10.1016/j.agsy.2018.05.007,TRUE,2018
10.1016/j.agsy.2018.05.007,TRUE,2018
10.5194/gmd-10-1131-2017,TRUE,2017
10.3390/rs12010153,TRUE,2020
10.3390/atmos11121363,TRUE,2020
10.1007/s11802-014-1999-5,TRUE,2014
10.5194/acp-20-99-2020,TRUE,2020
10.5194/acp-20-99-2020,TRUE,2020
10.1016/j.rse.2020.112174,TRUE,2021
10.1016/j.rse.2017.07.029,TRUE,2017
10.1029/2018JD029918,TRUE,2019
10.1029/2019JG005314,TRUE,2020
10.1029/2019JG005314,TRUE,2020
10.1029/2019JG005314,TRUE,2020
10.1029/2019JG005314,TRUE,2020
10.1029/2019JG005314,TRUE,2020
10.1002/wea.3415,TRUE,2018
10.1002/wea.3415,TRUE,2018
10.5200/baltica.2019.2.8,TRUE,2019
10.5194/amt-12-5137-2019,TRUE,2019
10.5194/amt-12-5137-2019,TRUE,2019
10.5194/amt-12-5137-2019,TRUE,2019
10.1111/conl.12372,TRUE,2017
10.5194/amt-14-1405-2021,TRUE,2021
10.5194/amt-14-1405-2021,TRUE,2021
10.1016/j.scitotenv.2017.08.313,TRUE,2017
10.1016/j.scitotenv.2017.08.313,TRUE,2017
10.3390/rs6054133,TRUE,2014
10.3390/rs6054133,TRUE,2014
10.1016/j.envpol.2018.09.052,TRUE,2018
10.5194/hess-25-2649-2021,TRUE,2020
10.5194/hess-25-2649-2021,TRUE,2020
10.1002/2017JD027758,TRUE,2018
10.5194/angeo-37-1181-2019,TRUE,2019
10.1029/2020GL088553,TRUE,2020
10.5194/amt-11-6679-2018,TRUE,2018
10.5194/amt-11-6679-2018,TRUE,2018
10.1175/BAMS-D-21-0014.1,TRUE,2021
10.1016/j.rse.2018.06.001,TRUE,2018
10.1016/j.envint.2021.106576,TRUE,2021
10.5194/acp-18-14949-2018,TRUE,2018
10.5194/acp-18-14949-2018,TRUE,2018
10.5194/hess-25-1587-2021,TRUE,2021
10.1016/j.atmosres.2016.02.019,TRUE,2016
10.5194/tc-2018-218,TRUE,2018
10.5194/amt-14-4829-2021,TRUE,2021
10.5194/amt-14-4829-2021,TRUE,2021
10.5194/acp-19-1801-2019,TRUE,2019
10.5194/tc-8-25-2014,TRUE,2013
10.1016/j.fishres.2013.09.007,TRUE,2014
10.1016/j.advwatres.2017.07.024,TRUE,2017
10.3390/f12030282,TRUE,2021
10.5194/acp-20-1961-2020,TRUE,2020
10.1109/ACCESS.2021.3051015,TRUE,2021
10.1002/2016JD025055,TRUE,2016
10.3389/feart.2020.00278,TRUE,2020
10.3389/feart.2020.00278,TRUE,2020
10.3389/feart.2020.00278,TRUE,2020
10.3390/w10020170,TRUE,2018
10.5194/bg-11-709-2014,TRUE,2021
10.1002/2013JC009337,TRUE,2014
10.5194/amt-11-4737-2018,TRUE,2018
10.5194/amt-11-4737-2018,TRUE,2018
10.5194/amt-11-4737-2018,TRUE,2018
10.3390/e21070664,TRUE,
10.3390/e21070664,TRUE,
10.1002/ecs2.2905,TRUE,2019
10.1007/s13131-017-1062-7,TRUE,2017
10.3389/fenvs.2019.00138,TRUE,2019
10.1016/j.rama.2020.01.011,TRUE,2020
10.1038/s41598-019-51076-1,TRUE,2019
10.1016/j.amc.2019.01.071,TRUE,2019
10.11606/T.21.2015.tde-07102015-143819,TRUE,2015
10.5194/acp-19-14721-2019,TRUE,2019
10.5194/gmd-13-1513-2020,TRUE,2020
10.5194/gmd-13-1513-2020,TRUE,2020
10.3390/atmos12081036,TRUE,
10.5194/amt-12-6541-2019,TRUE,
10.5194/amt-12-6541-2019,TRUE,
10.5194/amt-12-6541-2019,TRUE,
10.5194/amt-12-6541-2019,TRUE,
10.1007/s10668-020-00931-7,TRUE,2020
10.1016/j.agwat.2020.106425,TRUE,2021
10.5194/acp-18-1457-2018,TRUE,2018
10.1109/TGRS.2020.2974976,TRUE,2020
10.1029/2020JD033304,TRUE,2020
10.1007/s12524-021-01328-3,TRUE,2021
10.1007/978-3-030-63393-6_14,TRUE,2020
10.1016/j.jclepro.2019.119900,TRUE,2020
10.1111/gcb.15409,TRUE,2020
10.1029/2020WR028060,TRUE,2020
10.1016/j.rama.2020.06.009,TRUE,2020
10.1007/s11269-021-02770-1,TRUE,2021
10.3390/f11010119,TRUE,2020
10.1007/s10841-019-00212-3,TRUE,2020
10.5194/cp-15-1985-2019,TRUE,2019
10.5194/cp-15-1985-2019,TRUE,2019
10.5194/cp-15-1985-2019,TRUE,2019
10.5194/cp-15-1985-2019,TRUE,2019
10.1002/eap.2039,TRUE,2019
10.1111/1752-1688.12863,TRUE,2020
10.1088/1748-9326/abe675,TRUE,2021
10.1007/s41976-020-00038-7,TRUE,2020
10.1007/s41976-020-00038-7,TRUE,2020
10.1002/joc.7095,TRUE,2021
10.1007/s00267-015-0544-7,TRUE,2015
10.1126/sciadv.aax8859,TRUE,2021
10.1016/j.jclepro.2020.122240,TRUE,2020
10.1038/s41598-021-85566-y,TRUE,
10.1016/j.fcr.2020.107932,TRUE,2020
10.1016/j.biocon.2013.10.014,TRUE,
10.1016/j.biocon.2013.10.014,TRUE,
10.1175/JAMC-D-20-0252.1,TRUE,2021
10.1002/eco.2244,TRUE,2020
10.4217/OPR.2019.41.2.089,TRUE,
10.5194/isprs-annals-V-3-2020-111-2020,TRUE,2020
10.5194/gmd-13-1685-2020,TRUE,
10.1007/s41324-020-00337-7,TRUE,2020
10.18122/bio_data/5/boisestate,TRUE,2020
10.1007/s00382-020-05563-1,TRUE,2021
10.1002/agj2.20203,TRUE,2020
10.1016/j.rama.2020.03.009,TRUE,2020
10.1080/01431161.2020.1811914,TRUE,2020
10.1111/gcb.14959,TRUE,2020
10.3389/fmars.2020.00015,TRUE,2021
10.1007/s00382-021-05714-y,TRUE,2021
10.1073/pnas.2021646118,TRUE,2021
10.1029/2019MS001875,TRUE,2020
10.1029/2019MS001875,TRUE,2020
10.1126/science.abb7080,TRUE,2020
10.1088/1748-9326/ab7b9a,TRUE,2020
10.1029/2019GL085706,TRUE,2020
10.1016/j.gecco.2020.e01154,TRUE,2020
10.1029/2020WR028122,TRUE,2020
10.1002/jwmg.21873,TRUE,2020
10.1002/jwmg.21873,TRUE,2020
10.1002/jwmg.21873,TRUE,2020
10.1111/jbi.13663,TRUE,2019
10.1029/2020GB006585,TRUE,2020
10.1175/JHM-D-19-0113.1,TRUE,2020
10.1029/2019JD031400,TRUE,2020
10.1029/2019JD031400,TRUE,2020
10.1029/2019JD031400,TRUE,2020
10.1029/2018JD029992,TRUE,2019
10.1088/1748-9326/ab6784,TRUE,2020
10.1088/1748-9326/ab6784,TRUE,2020
10.1088/1748-9326/ab6784,TRUE,2020
10.1088/1748-9326/ab6784,TRUE,2020
10.1088/1748-9326/ab6784,TRUE,2020
10.1002/leap.1349,TRUE,2020
10.1029/2020EA001392,TRUE,2020
10.1088/1748-9326/abd501,TRUE,2020
10.1088/1748-9326/ab6502,TRUE,2020
10.1088/1748-9326/ab6502,TRUE,2020
10.1111/gcb.14992,TRUE,2020
10.1111/gcb.14992,TRUE,2020
10.1111/gcb.14992,TRUE,2020
10.1111/gcb.14992,TRUE,2020
10.1111/gcb.14992,TRUE,2020
10.1111/gcbb.12821,TRUE,2021
10.5194/amt-13-1963-2020,TRUE,2020
10.5194/amt-13-1963-2020,TRUE,2020
10.1007/s00704-020-03224-1,TRUE,2020
10.1007/s00704-020-03224-1,TRUE,2020
10.1016/j.agrformet.2020.108252,TRUE,2021
10.1002/ece3.7126,TRUE,2020
10.1186/s40663-020-00225-4,TRUE,2020
10.1029/2020JD032553,TRUE,2020
10.2151/sola.2020-037,TRUE,2020
10.2151/sola.2020-037,TRUE,2020
10.1029/2020GL088747,TRUE,2020
10.1111/1365-2435.13622,TRUE,2020
10.1126/science.aba1510,TRUE,2020
10.1038/s41612-021-00171-0,TRUE,2021
10.1111/eva.12854,TRUE,2019
10.1111/ddi.13223,TRUE,2021
10.1016/j.oneear.2020.04.018,TRUE,2020
10.14393/RCG217853272,TRUE,2020
10.1029/2020GL091875,TRUE,2021
10.1029/2020GL091875,TRUE,2021
10.1029/2020GL091875,TRUE,2021
10.1029/2020GL091875,TRUE,2021
10.1029/2020GL091875,TRUE,2021
10.4209/aaqr.2020.06.0295,TRUE,2021
10.4209/aaqr.2020.06.0295,TRUE,2021
10.1007/s10584-020-02748-9,TRUE,
10.1029/2020JD033890,TRUE,2021
10.1175/JAMC-D-20-0134.1,TRUE,2021
10.1029/2020GL090617,TRUE,2021
10.1038/s41558-020-0763-7,TRUE,2020
10.1186/s13021-020-00160-5,TRUE,2021
10.1007/978-94-007-6455-2_15,TRUE,2013
10.1007/978-94-007-6455-2_15,TRUE,2013
10.1111/icad.12399,TRUE,2019
10.1002/eap.2299,TRUE,2021
10.1002/ecs2.3274,TRUE,2020
10.1088/1748-9326/aba927,TRUE,2020
10.1088/1748-9326/abcfe1,TRUE,2021
10.1016/j.rse.2010.03.003,TRUE,2010
10.1016/j.rse.2010.03.003,TRUE,2010
10.17026/dans-zmd-stsg,TRUE,
10.1038/s41477-020-0647-x,TRUE,2020
10.1029/2018JG004645,TRUE,2019
10.1038/s41598-020-66103-9,TRUE,2020
10.1002/ecs2.2788,TRUE,2019
10.1016/j.fcr.2020.108000,TRUE,2021
10.1016/j.jarmap.2020.100240,TRUE,2020
10.5194/essd-2019-28,TRUE,2019
10.5194/essd-2019-28,TRUE,2019
10.1007/s11069-020-04385-y,TRUE,2020
10.1038/s41467-019-11097-w,TRUE,
10.1038/s41467-019-11097-w,TRUE,
10.1038/s41467-021-20994-y,TRUE,2021
10.1007/s40899-020-00440-5,TRUE,2020
10.5194/isprs-annals-V-3-2020-453-2020,TRUE,2020
10.1029/2019JD030526,TRUE,2020
10.1029/2019JD030526,TRUE,2020
10.1029/2019JD030526,TRUE,2020
10.1029/2019JD030526,TRUE,2020
10.1029/2020GL087858,TRUE,2020
10.3390/s20071915,TRUE,2020
10.3390/s20071915,TRUE,2020
10.1007/s00484-020-01968-z,TRUE,2020
10.1007/978-3-030-31379-1_4,TRUE,2020
10.1007/978-3-030-31379-1_5,TRUE,2020
10.1111/ecog.05297,TRUE,2020
10.1088/1755-1315/427/1/012003,TRUE,2020
10.1038/s41558-020-0781-5,TRUE,2020
10.1371/journal.pone.0244754,TRUE,2021
10.1371/journal.pone.0232537,TRUE,2020
10.1111/GCBB.12671,TRUE,2020
10.1111/GCBB.12671,TRUE,2020
10.1175/BAMS-D-19-0187.1,TRUE,2020
10.1029/2020GL091266,TRUE,2021
10.3390/rs12030412,TRUE,2020
10.3390/rs12030412,TRUE,2020
10.1029/2020WR027751,TRUE,2021
10.1111/gcb.15317,TRUE,2020
10.5194/acp-19-11315-2019,TRUE,
10.1002/hyp.13735,TRUE,2020
10.1029/2019JD031165,TRUE,2019
10.1002/ecs2.3280,TRUE,2020
10.1111/nph.17046,TRUE,2020
10.1111/rec.13351,TRUE,2021
10.1073/pnas.2008901117,TRUE,2020
10.1002/jwmg.21988,TRUE,2020
10.1071/WF20072,TRUE,2021
10.1071/WF20072,TRUE,2021
10.1007/s10980-019-00951-3,TRUE,2020
10.1007/s10980-019-00951-3,TRUE,2020
10.2480/agrmet.D-20-00013,TRUE,2021
10.1029/2020GL090964,TRUE,2021
10.1134/S1028334X21030016,TRUE,2021
10.1038/s41598-018-20382-5,TRUE,2018
10.1038/s41598-018-20382-5,TRUE,2018
10.1038/s41598-018-20382-5,TRUE,2018
10.1038/s41598-018-20382-5,TRUE,2018
10.1038/s41598-018-20382-5,TRUE,2018
10.1029/2020GL087097,TRUE,2020
10.1002/hyp.13889,TRUE,2020
10.5194/cp-16-953-2020,TRUE,2020
10.5194/cp-16-953-2020,TRUE,2020
10.5194/acp-11-9839-2011,TRUE,
10.5194/acp-11-9839-2011,TRUE,
10.5194/acp-11-9839-2011,TRUE,
10.5194/acp-11-9839-2011,TRUE,
10.1007/s00521-020-05172-3,TRUE,2020
10.1029/2019JG005476,TRUE,2020
10.1016/j.foreco.2020.118496,TRUE,2020
10.1007/s00500-020-04954-0,TRUE,2020
10.1111/ecog.05545,TRUE,
10.1111/ecog.05545,TRUE,
10.1111/ecog.05545,TRUE,
10.1111/ecog.05545,TRUE,
10.3390/atmos12030344,TRUE,
10.3390/atmos12030344,TRUE,
10.3390/atmos12030344,TRUE,
10.1038/s41597-020-0534-3,TRUE,2020
10.1175/JTECH-D-20-0135.1,TRUE,2021
10.1016/j.gloenvcha.2018.12.001,TRUE,
10.1016/j.gloenvcha.2018.12.001,TRUE,
10.1016/j.gloenvcha.2018.12.001,TRUE,
10.5194/essd-12-1295-2020,TRUE,2020
10.1029/2020JG005824,TRUE,2020
10.3390/genes11050530,TRUE,2020
10.1029/2019JG005169,TRUE,2020
10.1038/s41598-020-77458-4,TRUE,2020
10.5194/acp-21-9779-2021,TRUE,
10.1007/s10980-021-01195-w,TRUE,2021
10.3354/esr01103,TRUE,2021
10.3390/f11060653,TRUE,2020
10.3390/f11060653,TRUE,2020
10.1029/2018JG004775,TRUE,2019
10.1029/2020GL087626,TRUE,2020
10.1029/2020GL087626,TRUE,2020
10.1029/2020GL087626,TRUE,2020
10.1029/2020GL087626,TRUE,2020
10.1029/2020GL087626,TRUE,2020
10.5194/gmd-13-3241-2020,TRUE,2020
10.1016/j.ocemod.2018.05.002,TRUE,2018
10.1109/JSTARS.2015.2483483,TRUE,
10.1016/j.rse.2015.12.005,TRUE,2016
10.1016/j.rse.2015.12.005,TRUE,2016
10.1016/j.rse.2015.12.005,TRUE,2016
10.1016/j.rse.2015.12.005,TRUE,2016
10.1016/j.rse.2015.12.005,TRUE,2016
10.1016/j.rse.2015.12.005,TRUE,2016
10.1016/j.rse.2015.12.005,TRUE,2016
10.1016/j.rse.2015.12.005,TRUE,2016
10.1016/j.rse.2015.12.005,TRUE,2016
10.3390/ijgi8010024,TRUE,2019
10.1029/2020JF005605,TRUE,2020
10.1017/jog.2020.76,TRUE,2020
10.1017/jog.2020.76,TRUE,2020
10.3390/rs12020318,TRUE,2020
10.3390/rs12020318,TRUE,2020
10.3390/s18010041,TRUE,2017
10.1016/j.scitotenv.2019.136162,TRUE,
10.1016/j.scitotenv.2019.136162,TRUE,
10.1007/s12145-019-00437-5,TRUE,2020
10.3390/rs11121433,TRUE,2019
10.3390/rs11121433,TRUE,2019
10.13140/RG.2.2.16786.40644,TRUE,
10.1093/gji/ggw078,TRUE,2016
10.1016/j.jmarsys.2017.11.006,TRUE,2018
10.25911/5c877cd91f4c2,TRUE,2019
10.1007/s10872-019-00521-w,TRUE,2019
10.1515/jogs-2019-0014,TRUE,2019
10.1515/jogs-2019-0014,TRUE,2019
10.5194/os-14-205-2018,TRUE,2017
10.1126/science.aaz5845,TRUE,
10.1126/science.aaz5845,TRUE,
10.1126/science.aaz5845,TRUE,
10.3390/rs8070596,TRUE,2016
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.1175/JPO-D-14-0193.1,TRUE,2015
10.5194/acp-18-2835-2018,TRUE,2018
10.5194/acp-18-2835-2018,TRUE,2018
10.1029/2019JD032142,TRUE,2020
10.1016/j.rse.2004.05.003,TRUE,2004
10.1016/j.rse.2004.05.003,TRUE,2004
10.1016/j.rse.2004.05.003,TRUE,2004
10.1029/97GL03502,TRUE,1998
10.1029/2002JD003153,TRUE,2003
10.5194/essd-10-1807-2018,TRUE,2018
10.1111/j.1466-8238.2007.00325.x,TRUE,2007
10.3390/ijgi10040247,TRUE,2021
10.1029/2020JD034202,TRUE,2021
10.1029/2020JD034202,TRUE,2021
10.1029/2020JD034202,TRUE,2021
10.1029/2020JD034202,TRUE,2021
10.1002/2015WR017582,TRUE,2015
10.1088/1748-9326/abc6d1,TRUE,2020
10.1088/1748-9326/abc6d1,TRUE,2020
10.1088/1748-9326/abc6d1,TRUE,2020
10.1088/1748-9326/abc6d1,TRUE,2020
10.1088/1748-9326/abc6d1,TRUE,2020
10.1088/1748-9326/abc6d1,TRUE,2020
10.1002/joc.7157,TRUE,2021
10.1175/JTECH-D-15-0008.1,TRUE,2015
10.1029/2018JD029297,TRUE,2018
10.1029/2018JD029297,TRUE,2018
10.5194/nhess-19-775-2019,TRUE,2019
10.1029/2019WR024949,TRUE,2020
10.1029/2019WR024949,TRUE,2020
10.5194/acp-20-15389-2020,TRUE,2020
10.5194/acp-20-15389-2020,TRUE,2020
10.5194/acp-20-15389-2020,TRUE,2020
10.1109/TGRS.2020.2975477,TRUE,2020
10.1109/TGRS.2020.2975477,TRUE,2020
10.1109/TGRS.2020.2975477,TRUE,2020
10.1002/2014JC010483,TRUE,2015
10.1007/s11269-018-2070-x,TRUE,2018
10.1029/2018JD030102,TRUE,2019
10.1029/2018JD030102,TRUE,2019
10.1029/2018JD030102,TRUE,2019
10.1029/2018JD030102,TRUE,2019
10.1080/01431161.2012.659353,TRUE,
10.1029/2021GL093017,TRUE,2021
10.1029/2021GL093017,TRUE,2021
10.1029/2019GL084221,TRUE,2019
10.1029/2019GL084221,TRUE,2019
10.1371/journal.pntd.0003407,TRUE,2014
10.1371/journal.pntd.0003407,TRUE,2014
10.1371/journal.pntd.0003407,TRUE,2014
10.1002/2014GL061535,TRUE,2014
10.1002/2014GL061535,TRUE,2014
10.1002/2014GL061535,TRUE,2014
10.1038/s41598-020-67511-7,TRUE,2020
10.1016/j.dib.2020.106163,TRUE,2020
10.1016/j.dib.2020.106163,TRUE,2020
10.1175/JHM-D-19-0284.1,TRUE,2020
10.3390/rs12071090,TRUE,2020
10.1029/2019JD031456,TRUE,2020
10.1007/s40641-016-0032-z,TRUE,2016
10.1007/s40641-016-0032-z,TRUE,2016
10.5194/gmd-13-2879-2020,TRUE,2020
10.5194/gmd-13-2879-2020,TRUE,2020
10.1016/j.quascirev.2020.106388,TRUE,2020
10.1029/2020JD033120,TRUE,
10.1002/hyp.13832,TRUE,2020
10.1002/hyp.13832,TRUE,2020
10.1021/acs.est.0c05239,TRUE,2021
10.1002/2017JC013333,TRUE,2017
10.3390/geosciences9100436,TRUE,2019
10.1002/2016WR018846,TRUE,2016
10.1038/s41558-020-0830-0,TRUE,2020
10.3390/rs10050793,TRUE,2018
10.1002/2015JC010895,TRUE,2015
10.3390/rs11171970,TRUE,
10.1007/s40808-020-00937-0,TRUE,2020
10.1002/2014WR015589,TRUE,2014
10.1080/22797254.2021.1884002,TRUE,2021
10.1080/22797254.2021.1884002,TRUE,2021
